Position,"Track Name",Artist,URL
1,"Corona Virus","LIL NIX",https://open.spotify.com/track/4IpS0bzPhYDOGqenvA1Txm
2,Skechers,DripReport,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
3,"death bed (coffee for your head)",Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
4,"Corona Virus",Yofrangel,https://open.spotify.com/track/3xL2zWuSe639N50iNP6LPM
5,"ily (i love you baby) (feat. Emilee)","Surf Mesa",https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
6,"Gemintang Hatiku","Tiara Andini",https://open.spotify.com/track/3wC2GeJd3Ar4Wi1u5G7FUR
7,Supalonely,BENEE,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
8,"I'm Yer Dad",GRLwood,https://open.spotify.com/track/0GxbglYySl18aZDIaGu1RU
9,시작,Gaho,https://open.spotify.com/track/4kIpBfvK44bxqX7zo8K1oP
10,"Unutulacak Dünler",Gazapizm,https://open.spotify.com/track/3aXTeIVnDvo2MT1xLTdGK3
11,"Think About Things","Daði Freyr",https://open.spotify.com/track/5crhbtfcOWIfN5NbkqQRql
12,"Moral of the Story",Ashe,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
13,"Roses - Imanbek Remix","SAINt JHN",https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
14,"Vibe (If I Back It Up)","Cookiee Kawaii",https://open.spotify.com/track/4gOgQTv9RYYFZ1uQNnlk3q
15,"The Gambler","Kenny Rogers",https://open.spotify.com/track/5KqldkCunQ2rWxruMEtGh0
16,Bando,ANNA,https://open.spotify.com/track/0kzGjSRHGVcaWxagzQwAyD
17,Comatose,jxdn,https://open.spotify.com/track/1FIv5SzIBWmCF5Xmt8N6BD
18,"After Hours","The Weeknd",https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
19,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi
20,"Blinding Lights","The Weeknd",https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
21,"Sunday Best",Surfaces,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
22,"3 Vets","The Future Kingz",https://open.spotify.com/track/6t3sBdc5SbMlk5AyGvMei2
23,"WHATS POPPIN","Jack Harlow",https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
24,"My Heart Went Oops",Tiagz,https://open.spotify.com/track/3Nhfs2Cx7z2JWHetYkzSfO
25,"She Gon Go","Trill Ryan",https://open.spotify.com/track/7FknBUKLWwjWszRK1N0jqe
26,Safaera,"Bad Bunny",https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
27,PTSD,"G Herbo",https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5
28,"CITY OF ANGELS",24kGoldn,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
29,"Una Mala (Remix)","El Completo Rd",https://open.spotify.com/track/2maGaB3fNqQnyrG3FDiaW3
30,"Walked In",Ultradiox,https://open.spotify.com/track/1tRlGMHsf21FDo6pja27YN
31,"Blueberry Faygo","Lil Mosey",https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
32,Rojo,"J Balvin",https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
33,Resistiré,"Duo Dinamico",https://open.spotify.com/track/2oI6d7XcMz1AMTQhDopV5J
34,"Araw-Araw Love","Flow G",https://open.spotify.com/track/1x7DysraeqSgVgj95hHc3U
35,"Boss Bitch","Doja Cat",https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
36,"Make You Mine",PUBLIC,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g
37,Flower,"Yoon Mirae",https://open.spotify.com/track/0GVKkD74xcixRYYG3zv1NL
38,"Say So","Doja Cat",https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
39,"Si Veo a Tu Mamá","Bad Bunny",https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
40,"Pura Pura Lupa",Mahen,https://open.spotify.com/track/6Aw5k0jkFceYayaJoRupLT
41,"Ben De Yoluma Giderim","Sezen Aksu",https://open.spotify.com/track/0YGzausz5cMhQDiJj1RQuv
42,Tattoo,"Rauw Alejandro",https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
43,Psycho!,MASN,https://open.spotify.com/track/5LKkteRQ1wWv7XCIEA5F2q
44,"My Truck",BRELAND,https://open.spotify.com/track/1mpD5ioZ9479I6CuKxn3K9
45,"The Box","Roddy Ricch",https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
46,"Intentions (feat. Quavo)","Justin Bieber",https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
47,"Sa Susunod na Habang Buhay",Ben&Ben,https://open.spotify.com/track/3PgjBOoA5OytNGkglObpOd
48,"Pour the Milk","Robbie Doherty",https://open.spotify.com/track/3239OdTeQMBphegyNvF8F3
49,"That Way - Bonus Track","Lil Uzi Vert",https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC
50,"Sağı Solu Kes",Gazapizm,https://open.spotify.com/track/5GBbUx3eAHDgoOvdcpFObI
