,Position,Track Name,Artist,URL,Date
9,10,Vibe,Cookiee Kawaii,https://open.spotify.com/track/7btQ8AOjr6zXoGHEmxL5u5,2020-03-19
10,11,Bando,ANNA,https://open.spotify.com/track/0kzGjSRHGVcaWxagzQwAyD,2020-03-19
11,12,WHATS POPPIN,Jack Harlow,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,2020-03-19
12,13,She Gon Go,Trill Ryan,https://open.spotify.com/track/7FknBUKLWwjWszRK1N0jqe,2020-03-19
13,14,Sunday Best,Surfaces,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,2020-03-19
14,15,My Heart Went Oops,Tiagz,https://open.spotify.com/track/3Nhfs2Cx7z2JWHetYkzSfO,2020-03-19
15,16,Walked In,Ultradiox,https://open.spotify.com/track/1tRlGMHsf21FDo6pja27YN,2020-03-19
16,17,3 Vets,The Future Kingz,https://open.spotify.com/track/6t3sBdc5SbMlk5AyGvMei2,2020-03-19
17,18,Ben De Yoluma Giderim,Sezen Aksu,https://open.spotify.com/track/0YGzausz5cMhQDiJj1RQuv,2020-03-19
18,19,Blueberry Faygo,Lil Mosey,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,2020-03-19
19,20,CITY OF ANGELS,24kGoldn,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq,2020-03-19
20,21,Pura Pura Lupa,Mahen,https://open.spotify.com/track/6Aw5k0jkFceYayaJoRupLT,2020-03-19
21,22,Roses - Imanbek Remix,SAINt JHN,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,2020-03-19
22,23,Flower,Yoon Mirae,https://open.spotify.com/track/0GVKkD74xcixRYYG3zv1NL,2020-03-19
23,24,Sağı Solu Kes,Gazapizm,https://open.spotify.com/track/5GBbUx3eAHDgoOvdcpFObI,2020-03-19
24,25,Una Mala (Remix),El Completo Rd,https://open.spotify.com/track/2maGaB3fNqQnyrG3FDiaW3,2020-03-19
25,26,Say So,Doja Cat,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020-03-19
26,27,My Truck,BRELAND,https://open.spotify.com/track/1mpD5ioZ9479I6CuKxn3K9,2020-03-19
27,28,Make You Mine,PUBLIC,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g,2020-03-19
28,29,Araw-Araw Love,Flow G,https://open.spotify.com/track/1x7DysraeqSgVgj95hHc3U,2020-03-19
29,30,The Box,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-03-19
30,31,Intentions (feat. Quavo),Justin Bieber,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,2020-03-19
31,32,Boss Bitch,Doja Cat,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,2020-03-19
32,33,Tattoo,Rauw Alejandro,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d,2020-03-19
33,34,Blinding Lights,The Weeknd,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,2020-03-19
34,35,Ignorantes,Bad Bunny,https://open.spotify.com/track/38RIEav39FGi86jppxO0du,2020-03-19
35,36,So What,LOONA,https://open.spotify.com/track/7w3pIUjz7BTTqj9uAws40m,2020-03-19
36,37,Quédate conmigo,Pole.,https://open.spotify.com/track/5tzOL69W6lCp4gAomIXMnJ,2020-03-19
37,38,If the World Was Ending - feat. Julia Michaels,JP Saxe,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,2020-03-19
38,39,Diosa,Myke Towers,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky,2020-03-19
39,40,Trust,Brent Faiyaz,https://open.spotify.com/track/0oufSLnKQDoBFX5mgkDCgR,2020-03-19
40,41,Here I Am Again,Yerin Baek,https://open.spotify.com/track/5CDq3Ekm0E0c23S0mbEELV,2020-03-19
41,42,Psycho!,MASN,https://open.spotify.com/track/5LKkteRQ1wWv7XCIEA5F2q,2020-03-19
42,43,I LOVE...,Official HIGE DANdism,https://open.spotify.com/track/6Yrkz3dWqy933CQWQc4Yah,2020-03-19
43,44,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),Polo G,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI,2020-03-19
44,45,Dragonball Durag,Thundercat,https://open.spotify.com/track/62PclpoBFLl50PJpiJA5RT,2020-03-19
45,46,It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,https://open.spotify.com/track/2oSpQ7QtIKTNFfA08Cy0ku,2020-03-19
46,47,Secukupnya,Hindia,https://open.spotify.com/track/5drW6PGRxkE6MxttzVLNk5,2020-03-19
47,48,Bussin,Tay Money,https://open.spotify.com/track/2OBot5OpoT4deri6VkYCyW,2020-03-19
48,49,Modern Loneliness,Lauv,https://open.spotify.com/track/1eyek0KJEh2v5HQ9uQSybb,2020-03-19
49,50,Virgem,MC Lya,https://open.spotify.com/track/0DwzQguiWvB8jJonQ5ewJu,2020-03-19
0,1,Corona Virus,LIL NIX,https://open.spotify.com/track/4IpS0bzPhYDOGqenvA1Txm,2020-03-26
1,2,Skechers,DripReport,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,2020-03-26
2,3,death bed (coffee for your head),Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-03-26
3,4,Corona Virus,Yofrangel,https://open.spotify.com/track/3xL2zWuSe639N50iNP6LPM,2020-03-26
4,5,ily (i love you baby) (feat. Emilee),Surf Mesa,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,2020-03-26
5,6,Gemintang Hatiku,Tiara Andini,https://open.spotify.com/track/3wC2GeJd3Ar4Wi1u5G7FUR,2020-03-26
6,7,Supalonely,BENEE,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,2020-03-26
7,8,I'm Yer Dad,GRLwood,https://open.spotify.com/track/0GxbglYySl18aZDIaGu1RU,2020-03-26
8,9,시작,Gaho,https://open.spotify.com/track/4kIpBfvK44bxqX7zo8K1oP,2020-03-26
9,10,Unutulacak Dünler,Gazapizm,https://open.spotify.com/track/3aXTeIVnDvo2MT1xLTdGK3,2020-03-26
10,11,Think About Things,Daði Freyr,https://open.spotify.com/track/5crhbtfcOWIfN5NbkqQRql,2020-03-26
11,12,Moral of the Story,Ashe,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj,2020-03-26
12,13,Roses - Imanbek Remix,SAINt JHN,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,2020-03-26
13,14,Vibe (If I Back It Up),Cookiee Kawaii,https://open.spotify.com/track/4gOgQTv9RYYFZ1uQNnlk3q,2020-03-26
14,15,The Gambler,Kenny Rogers,https://open.spotify.com/track/5KqldkCunQ2rWxruMEtGh0,2020-03-26
15,16,Bando,ANNA,https://open.spotify.com/track/0kzGjSRHGVcaWxagzQwAyD,2020-03-26
16,17,Comatose,jxdn,https://open.spotify.com/track/1FIv5SzIBWmCF5Xmt8N6BD,2020-03-26
17,18,After Hours,The Weeknd,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag,2020-03-26
18,19,Tudo no Sigilo (Vytinho NG e Bianca),Vytinho NG,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi,2020-03-26
19,20,Blinding Lights,The Weeknd,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-03-26
20,21,Sunday Best,Surfaces,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,2020-03-26
21,22,3 Vets,The Future Kingz,https://open.spotify.com/track/6t3sBdc5SbMlk5AyGvMei2,2020-03-26
22,23,WHATS POPPIN,Jack Harlow,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,2020-03-26
23,24,My Heart Went Oops,Tiagz,https://open.spotify.com/track/3Nhfs2Cx7z2JWHetYkzSfO,2020-03-26
24,25,She Gon Go,Trill Ryan,https://open.spotify.com/track/7FknBUKLWwjWszRK1N0jqe,2020-03-26
25,26,Safaera,Bad Bunny,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y,2020-03-26
26,27,PTSD,G Herbo,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5,2020-03-26
27,28,CITY OF ANGELS,24kGoldn,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq,2020-03-26
28,29,Una Mala (Remix),El Completo Rd,https://open.spotify.com/track/2maGaB3fNqQnyrG3FDiaW3,2020-03-26
29,30,Walked In,Ultradiox,https://open.spotify.com/track/1tRlGMHsf21FDo6pja27YN,2020-03-26
30,31,Blueberry Faygo,Lil Mosey,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,2020-03-26
31,32,Rojo,J Balvin,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi,2020-03-26
32,33,Resistiré,Duo Dinamico,https://open.spotify.com/track/2oI6d7XcMz1AMTQhDopV5J,2020-03-26
33,34,Araw-Araw Love,Flow G,https://open.spotify.com/track/1x7DysraeqSgVgj95hHc3U,2020-03-26
34,35,Boss Bitch,Doja Cat,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,2020-03-26
35,36,Make You Mine,PUBLIC,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g,2020-03-26
36,37,Flower,Yoon Mirae,https://open.spotify.com/track/0GVKkD74xcixRYYG3zv1NL,2020-03-26
37,38,Say So,Doja Cat,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020-03-26
38,39,Si Veo a Tu Mamá,Bad Bunny,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F,2020-03-26
39,40,Pura Pura Lupa,Mahen,https://open.spotify.com/track/6Aw5k0jkFceYayaJoRupLT,2020-03-26
40,41,Ben De Yoluma Giderim,Sezen Aksu,https://open.spotify.com/track/0YGzausz5cMhQDiJj1RQuv,2020-03-26
41,42,Tattoo,Rauw Alejandro,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d,2020-03-26
42,43,Psycho!,MASN,https://open.spotify.com/track/5LKkteRQ1wWv7XCIEA5F2q,2020-03-26
43,44,My Truck,BRELAND,https://open.spotify.com/track/1mpD5ioZ9479I6CuKxn3K9,2020-03-26
44,45,The Box,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-03-26
45,46,Intentions (feat. Quavo),Justin Bieber,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,2020-03-26
46,47,Sa Susunod na Habang Buhay,Ben&Ben,https://open.spotify.com/track/3PgjBOoA5OytNGkglObpOd,2020-03-26
47,48,Pour the Milk,Robbie Doherty,https://open.spotify.com/track/3239OdTeQMBphegyNvF8F3,2020-03-26
48,49,That Way - Bonus Track,Lil Uzi Vert,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC,2020-03-26
49,50,Sağı Solu Kes,Gazapizm,https://open.spotify.com/track/5GBbUx3eAHDgoOvdcpFObI,2020-03-26
0,1,Skechers,DripReport,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,2020-04-02
1,2,Corona Virus,LIL NIX,https://open.spotify.com/track/4IpS0bzPhYDOGqenvA1Txm,2020-04-02
2,3,ily (i love you baby) (feat. Emilee),Surf Mesa,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,2020-04-02
3,4,death bed (coffee for your head),Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-04-02
4,5,Dance Monkey (8D Audio),8D Tunes,https://open.spotify.com/track/4KgAFt6Tt4E96poxgq5dVJ,2020-04-02
5,6,Think About Things,Daði Freyr,https://open.spotify.com/track/5crhbtfcOWIfN5NbkqQRql,2020-04-02
6,7,Supalonely,BENEE,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,2020-04-02
7,8,시작,Gaho,https://open.spotify.com/track/4kIpBfvK44bxqX7zo8K1oP,2020-04-02
8,9,I'm Yer Dad,GRLwood,https://open.spotify.com/track/0GxbglYySl18aZDIaGu1RU,2020-04-02
9,10,Tudo no Sigilo (Vytinho NG e Bianca),Vytinho NG,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi,2020-04-02
10,11,Roses - Imanbek Remix,SAINt JHN,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,2020-04-02
11,12,Unutulacak Dünler,Gazapizm,https://open.spotify.com/track/3aXTeIVnDvo2MT1xLTdGK3,2020-04-02
12,13,Savage,Megan Thee Stallion,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si,2020-04-02
13,14,Toss A Coin To Your Witcher (8D Audio),8D Tunes,https://open.spotify.com/track/2jqk177j1f0dijjh5kE1Dc,2020-04-02
14,15,They Call Me Tiago (Her Name Is Margo),Tiagz,https://open.spotify.com/track/489AYiTB0ylShgV29tihMo,2020-04-02
15,16,Gemintang Hatiku,Tiara Andini,https://open.spotify.com/track/3wC2GeJd3Ar4Wi1u5G7FUR,2020-04-02
16,17,Comatose,jxdn,https://open.spotify.com/track/1FIv5SzIBWmCF5Xmt8N6BD,2020-04-02
17,18,WANNABE,ITZY,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA,2020-04-02
18,19,Boss Bitch,Doja Cat,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,2020-04-02
19,20,Moral of the Story,Ashe,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj,2020-04-02
20,21,Safaera,Bad Bunny,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y,2020-04-02
21,22,Sunday Best,Surfaces,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,2020-04-02
22,23,Una Mala (Remix),El Completo Rd,https://open.spotify.com/track/2maGaB3fNqQnyrG3FDiaW3,2020-04-02
23,24,Blueberry Faygo,Lil Mosey,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,2020-04-02
24,25,あなたがいることで,Uru,https://open.spotify.com/track/6baeV3RT4kpivo327DC3AM,2020-04-02
25,26,Beautiful Scars,Maximillian,https://open.spotify.com/track/0iw0EuzmMKMYvZuQYW8DBA,2020-04-02
26,27,WHATS POPPIN,Jack Harlow,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,2020-04-02
27,28,Blinding Lights,The Weeknd,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-04-02
28,29,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn,2020-04-02
29,30,3 Vets,The Future Kingz,https://open.spotify.com/track/6t3sBdc5SbMlk5AyGvMei2,2020-04-02
30,31,Sedang Sayang Sayangnya,Mawar de Jongh,https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm,2020-04-02
31,32,Prop Me Up Beside the Jukebox (If I Die),Joe Diffie,https://open.spotify.com/track/3hP7U1NmWEyeZRpLA1BhYj,2020-04-02
32,33,PTSD,G Herbo,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5,2020-04-02
33,34,Vibe (If I Back It Up),Cookiee Kawaii,https://open.spotify.com/track/4gOgQTv9RYYFZ1uQNnlk3q,2020-04-02
34,35,My Love - 8D Audio,8D Tunes,https://open.spotify.com/track/3MbBsKSF1GuBdFXBUbw2pM,2020-04-02
35,36,Kick It,NCT 127,https://open.spotify.com/track/1ayaOin9hxCtyhg4UsBTpg,2020-04-02
36,37,CITY OF ANGELS,24kGoldn,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq,2020-04-02
37,38,B.S. (feat. H.E.R.),Jhené Aiko,https://open.spotify.com/track/63wx9vdskaXbYxyDx4oJCZ,2020-04-02
38,39,Mil Tequilas,Chema Rivas,https://open.spotify.com/track/4QPLtCSQh10inI5iwUoG2p,2020-04-02
39,40,My Heart Went Oops,Tiagz,https://open.spotify.com/track/3Nhfs2Cx7z2JWHetYkzSfO,2020-04-02
40,41,Here We Go Again / Fanboi,Ardhito Pramono,https://open.spotify.com/track/1sUcuZMuz5Kn5rATfzL77v,2020-04-02
41,42,Yo Perreo Sola,Bad Bunny,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw,2020-04-02
42,43,Make You Mine,PUBLIC,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g,2020-04-02
43,44,Mère bien-aimée,Céline Aubin,https://open.spotify.com/track/4iUW2jCsr1jofP9GQGuXPh,2020-04-02
44,45,Breaking Me,Topic,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,2020-04-02
45,46,Rojo,J Balvin,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi,2020-04-02
46,47,Bando,ANNA,https://open.spotify.com/track/0kzGjSRHGVcaWxagzQwAyD,2020-04-02
47,48,Araw-Araw Love,Flow G,https://open.spotify.com/track/1x7DysraeqSgVgj95hHc3U,2020-04-02
48,49,Say So,Doja Cat,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020-04-02
49,50,Tattoo,Rauw Alejandro,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d,2020-04-02
0,1,Coronavirus,iMarkkeyz,https://open.spotify.com/track/1QboqlLbKsUvQRohea6KaE,2020-04-09
1,2,Malayo Ka Man,Jr Crown,https://open.spotify.com/track/3R6Hl2e7hAyCfofRRToKAo,2020-04-09
2,3,Skechers,DripReport,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,2020-04-09
3,4,ily (i love you baby) (feat. Emilee),Surf Mesa,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,2020-04-09
4,5,death bed (coffee for your head),Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-04-09
5,6,Serenata Jiwa Lara,Diskoria,https://open.spotify.com/track/7ivFVBVYH5akFOtOAyeJ4j,2020-04-09
6,7,Dance Monkey (8D Audio),8D Tunes,https://open.spotify.com/track/4KgAFt6Tt4E96poxgq5dVJ,2020-04-09
7,8,Sweet Night,V,https://open.spotify.com/track/39EXZNMxb4RBHlRjnRaOKp,2020-04-09
8,9,Supalonely,BENEE,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,2020-04-09
9,10,시작,Gaho,https://open.spotify.com/track/4kIpBfvK44bxqX7zo8K1oP,2020-04-09
10,11,Astronomia,Vicetone,https://open.spotify.com/track/665AK0ovB11McZRwfa852G,2020-04-09
11,12,Roses - Imanbek Remix,SAINt JHN,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,2020-04-09
12,13,Chega,Gaia,https://open.spotify.com/track/0XdjGLxXQhiPkOqXtAyEZ9,2020-04-09
13,14,Think About Things,Daði Freyr,https://open.spotify.com/track/2iRniYXjMHKmwXqA2jYXP7,2020-04-09
14,15,Tudo no Sigilo (Vytinho NG e Bianca),Vytinho NG,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi,2020-04-09
15,16,In Spite of Ourselves (feat. Iris DeMent),John Prine,https://open.spotify.com/track/1k691v8ChLgDiuLLKnjyj6,2020-04-09
16,17,Bentuk Cinta,Eclat Story,https://open.spotify.com/track/4J12uL4aNKzRco173fPyYQ,2020-04-09
17,18,I'm Yer Dad,GRLwood,https://open.spotify.com/track/0GxbglYySl18aZDIaGu1RU,2020-04-09
18,19,Savage,Megan Thee Stallion,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si,2020-04-09
19,20,They Call Me Tiago (Her Name Is Margo),Tiagz,https://open.spotify.com/track/1UxYmRBBJMMuzYcK9miSYs,2020-04-09
20,21,Comatose,jxdn,https://open.spotify.com/track/1FIv5SzIBWmCF5Xmt8N6BD,2020-04-09
21,22,Beautiful Scars,Maximillian,https://open.spotify.com/track/0iw0EuzmMKMYvZuQYW8DBA,2020-04-09
22,23,Angel from Montgomery,John Prine,https://open.spotify.com/track/2qWKpYIleSvBT6aUMXoia5,2020-04-09
23,24,Boss Bitch,Doja Cat,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,2020-04-09
24,25,Unutulacak Dünler,Gazapizm,https://open.spotify.com/track/3aXTeIVnDvo2MT1xLTdGK3,2020-04-09
25,26,WANNABE,ITZY,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA,2020-04-09
26,27,Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist,Manu Pilas,https://open.spotify.com/track/3lWzVNe1yFZlkeBBzUuZYu,2020-04-09
27,28,Sekali Ini Saja,Glenn Fredly,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk,2020-04-09
28,29,Lean on Me,Bill Withers,https://open.spotify.com/track/3M8FzayQWtkvOhqMn2V4T2,2020-04-09
29,30,Blueberry Faygo,Lil Mosey,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,2020-04-09
30,31,Lovely Day,Bill Withers,https://open.spotify.com/track/0bRXwKfigvpKZUurwqAlEh,2020-04-09
31,32,Ain't No Sunshine,Bill Withers,https://open.spotify.com/track/1k1Bqnv2R0uJXQN4u6LKYt,2020-04-09
32,33,Ti amo,Umberto Tozzi,https://open.spotify.com/track/5Gz9p2oDVHNHLoQOPHzaXm,2020-04-09
33,34,Sunday Best,Surfaces,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,2020-04-09
34,35,あなたがいることで,Uru,https://open.spotify.com/track/6baeV3RT4kpivo327DC3AM,2020-04-09
35,36,Blinding Lights,The Weeknd,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-04-09
36,37,WHATS POPPIN,Jack Harlow,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,2020-04-09
37,38,Mil Tequilas,Chema Rivas,https://open.spotify.com/track/4QPLtCSQh10inI5iwUoG2p,2020-04-09
38,39,Fiori di Chernobyl,Mr.Rain,https://open.spotify.com/track/54PxYcGpSUCmlpGdFGTaYR,2020-04-09
39,40,Dragonball Durag,Thundercat,https://open.spotify.com/track/7eWGnKg4B44sbBPpQp4y2c,2020-04-09
40,41,Breaking Me,Topic,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,2020-04-09
41,42,Sedih Tak Berujung,Glenn Fredly,https://open.spotify.com/track/6xMUMMK64AUpstGjlDvoNn,2020-04-09
42,43,Selfish,Madison Beer,https://open.spotify.com/track/4PV0uE5pZSh44E3NqNNDEH,2020-04-09
43,44,Una Mala (Remix),El Completo Rd,https://open.spotify.com/track/2maGaB3fNqQnyrG3FDiaW3,2020-04-09
44,45,Yo Perreo Sola,Bad Bunny,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw,2020-04-09
45,46,Safaera,Bad Bunny,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y,2020-04-09
46,47,Moral of the Story,Ashe,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj,2020-04-09
47,48,PTSD,G Herbo,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5,2020-04-09
48,49,Sedang Sayang Sayangnya,Mawar de Jongh,https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm,2020-04-09
49,50,Hard To Forget,Sam Hunt,https://open.spotify.com/track/10xuH52YSXHWFwCaF1fsDd,2020-04-09
0,1,Malayo Ka Man,Jr Crown,https://open.spotify.com/track/3R6Hl2e7hAyCfofRRToKAo,2020-04-16
1,2,Skechers,DripReport,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,2020-04-16
2,3,ily (i love you baby) (feat. Emilee),Surf Mesa,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,2020-04-16
3,4,LMK,Lil Xxel,https://open.spotify.com/track/0efL46uAuNEfukXQYsbPlX,2020-04-16
4,5,death bed (coffee for your head),Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-04-16
5,6,Astronomia,Vicetone,https://open.spotify.com/track/665AK0ovB11McZRwfa852G,2020-04-16
6,7,Astronomia 2K19 - Radio Edit,Stephan F,https://open.spotify.com/track/56Z3lLPTcozYkoAl9HsQLI,2020-04-16
7,8,Serenata Jiwa Lara,Diskoria,https://open.spotify.com/track/7ivFVBVYH5akFOtOAyeJ4j,2020-04-16
8,9,Coronavirus,iMarkkeyz,https://open.spotify.com/track/1QboqlLbKsUvQRohea6KaE,2020-04-16
9,10,시작,Gaho,https://open.spotify.com/track/4kIpBfvK44bxqX7zo8K1oP,2020-04-16
10,11,Pew Pew Pew,Auntie Hammy,https://open.spotify.com/track/4YpB6dVeCG1UTsk3MWbwKn,2020-04-16
11,12,Bentuk Cinta,Eclat Story,https://open.spotify.com/track/4J12uL4aNKzRco173fPyYQ,2020-04-16
12,13,Roses - Imanbek Remix,SAINt JHN,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,2020-04-16
13,14,Supalonely,BENEE,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,2020-04-16
14,15,(i hope you) miss me,Joseph Black,https://open.spotify.com/track/1Zv2jT7iZu98Feqpzhn0nd,2020-04-16
15,16,Surrender,Natalie Taylor,https://open.spotify.com/track/0ecC8p17cDNlxHXkuYqeR6,2020-04-16
16,17,Savage,Megan Thee Stallion,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si,2020-04-16
17,18,Dance Monkey (8D Audio),8D Tunes,https://open.spotify.com/track/4KgAFt6Tt4E96poxgq5dVJ,2020-04-16
18,19,The Blessing - Live,Kari Jobe,https://open.spotify.com/track/2elEVvWjPZltkotzcCwKvM,2020-04-16
19,20,Sweet Night,V,https://open.spotify.com/track/39EXZNMxb4RBHlRjnRaOKp,2020-04-16
20,21,Tudo no Sigilo (Vytinho NG e Bianca),Vytinho NG,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi,2020-04-16
21,22,Chega,Gaia,https://open.spotify.com/track/0XdjGLxXQhiPkOqXtAyEZ9,2020-04-16
22,23,Bad Liar,Anna Hamilton,https://open.spotify.com/track/0X9MxHR1rTkEHDjp95F2OO,2020-04-16
23,24,"Vai Luan, Rainha dos Faixa Preta",Mc Brunyn,https://open.spotify.com/track/2epD7jzjNfrQYxdSaODCvF,2020-04-16
24,25,I'm Yer Dad,GRLwood,https://open.spotify.com/track/0GxbglYySl18aZDIaGu1RU,2020-04-16
25,26,They Call Me Tiago (Her Name Is Margo),Tiagz,https://open.spotify.com/track/1UxYmRBBJMMuzYcK9miSYs,2020-04-16
26,27,Think About Things,Daði Freyr,https://open.spotify.com/track/2iRniYXjMHKmwXqA2jYXP7,2020-04-16
27,28,Boss Bitch,Doja Cat,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,2020-04-16
28,29,Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist,Manu Pilas,https://open.spotify.com/track/3lWzVNe1yFZlkeBBzUuZYu,2020-04-16
29,30,Beautiful Scars,Maximillian,https://open.spotify.com/track/0iw0EuzmMKMYvZuQYW8DBA,2020-04-16
30,31,Comatose,jxdn,https://open.spotify.com/track/1FIv5SzIBWmCF5Xmt8N6BD,2020-04-16
31,32,Rover (feat. DTG),S1mba,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf,2020-04-16
32,33,Sekali Ini Saja,Glenn Fredly,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk,2020-04-16
33,34,Mil Tequilas,Chema Rivas,https://open.spotify.com/track/4QPLtCSQh10inI5iwUoG2p,2020-04-16
34,35,Blueberry Faygo,Lil Mosey,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,2020-04-16
35,36,Breaking Me,Topic,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,2020-04-16
