Position,"Track Name",Artist,URL
1,"Such a Whore (Stellular Remix)",JVLA,https://open.spotify.com/track/6A25J9As7towpxovYryAWr
2,"Savage Love (Laxed - Siren Beat)","Jawsh 685",https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
3,"Stunnin' (feat. Harm Franklin)","Curtis Waters",https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx
4,Goosebumps,HVME,https://open.spotify.com/track/5WSrKZAdS4mkPEBpZPCZR9
5,"Then Leave (feat. Queendom Come)",BeatKing,https://open.spotify.com/track/2Xoc4gqPbBa3QHKpBLJ5l8
6,"Chinita Girl","Lil Vinceyy",https://open.spotify.com/track/6r7sdXUiKjgEx3I8GQRpSq
7,Hatchback,Cochise,https://open.spotify.com/track/12hVQgYR254ZziANtiKVWQ
8,"I See Red","Everybody Loves an Outlaw",https://open.spotify.com/track/5MAK1nd8R6PWnle1Q1WJvh
9,"Stay Gold",BTS,https://open.spotify.com/track/3Ys2PYl1wyPKQIwyqhP9cQ
10,"Hood Baby",KBFR,https://open.spotify.com/track/5au5NgWCdev4WeLRB3YEOR
11,"Volcano Man","Will Ferrell",https://open.spotify.com/track/5j5THOJJaBw3NoQy3zo9Py
12,"Jerusalema (feat. Nomcebo Zikode)","Master KG",https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
13,"In This Shirt","The Irrepressibles",https://open.spotify.com/track/60mItLdFl6xkYc1sAjlZlf
14,"Comprei um Lança","Mc Jacaré",https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ
15,Mariposa,"Peach Tree Rascals",https://open.spotify.com/track/4ja2gzrNh9VNigzoXfmbwD
16,"Banana (feat. Shaggy) - DJ FLe - Minisiren Remix",Conkarah,https://open.spotify.com/track/0dZpw3h6KZhcHec61qwevZ
17,"La Curiosidad","Jay Wheeler",https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
18,"God’s Menu","Stray Kids",https://open.spotify.com/track/0RzT9tBLcQhofW2TNiHP9B
19,"Party Girl (Remix)",StaySolidRocky,https://open.spotify.com/track/0XkmeG97T4mtYlWRJcrxec
20,"GO (feat. Juice WRLD)","The Kid LAROI",https://open.spotify.com/track/2t7D3y0jvYjR8IP9Bosyew
21,"Mais je t'aime","Grand Corps Malade",https://open.spotify.com/track/4dtG1p71E6VPt9BmVYWcY5
22,"no song without you",HONNE,https://open.spotify.com/track/1lNHWPDvKEbamKezpLq7HW
23,"Rags2Riches (feat. ATR Son Son)","Rod Wave",https://open.spotify.com/track/1ENdcyhqdylaLsPVgB83qq
24,夜に駆ける,YOASOBI,https://open.spotify.com/track/3dPtXHP0oXQ4HCWHsOA9js
25,"Luka Yang Kurindu",Mahen,https://open.spotify.com/track/5UgZoWvuycExNhZd6vIF7D
26,Renee,SALES,https://open.spotify.com/track/5MeUMSRreLHYLhw8ZTyqpk
27,"La Jeepeta - Remix","Nio Garcia",https://open.spotify.com/track/1mohfLaTJtB2RplHLQVM70
28,Ekspektasi,Okin,https://open.spotify.com/track/6cqIxECF2y28W51gAdvzmU
29,"Djadja (feat. Maluma) - Remix","Aya Nakamura",https://open.spotify.com/track/6AzKhCHOms83jvNVLsz0Bt
30,Hollywood,"LA Vision",https://open.spotify.com/track/1XdMp6v9Q3N80WnKSbGfl4
31,香水,Eito,https://open.spotify.com/track/6y7FocfzyzkGLSHQdJVHhq
32,"猫 〜THE FIRST TAKE ver.〜",DISH//,https://open.spotify.com/track/6F0aYmicNttntvth7FXQEx
33,Superclassico,Ernia,https://open.spotify.com/track/6Ahg1hncxUdK0ICqU03BCu
34,"Hard For Me","Michele Morrone",https://open.spotify.com/track/00PesUdTmC3Y5xtZbZND0p
35,Karaoke,Boomdabash,https://open.spotify.com/track/0D4GpOPInKiPxEfQMchu4p
36,"Tap In",Saweetie,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD
37,"Left & Right",SEVENTEEN,https://open.spotify.com/track/66orj0qtDgnU6DlmllAxbq
38,Sinne,Sarhad,https://open.spotify.com/track/1XTUu81IEyoi5nU5H6Bf3H
39,Caramelo,Ozuna,https://open.spotify.com/track/3gD4J3RUHy4OUuZ3qAiaiG
40,"M' Manc (con Geolier & Sfera Ebbasta)",Shablo,https://open.spotify.com/track/0MLu1cFYL4ikdRTdasCQT9
41,"Deus é por nós","MC Marks",https://open.spotify.com/track/6jcGoHrqfRW6fI2I6xtwBQ
42,"Pontos de Exclamação - Vintage Culture & Future Class Remix","Jovem Dionisio",https://open.spotify.com/track/25usEf5iGk9HL0LM9VTxue
43,春を告げる,yama,https://open.spotify.com/track/2Gmyw5Vg2X5YW2lM3OC7nD
44,"money machine","100 gecs",https://open.spotify.com/track/61bwFjzXGG1x2aZsANdLyl
45,"Kala Cinta Menggoda",Noah,https://open.spotify.com/track/4bZzHFP9VFX7HsyPomDwuE
46,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
47,"Sweet Night",V,https://open.spotify.com/track/39EXZNMxb4RBHlRjnRaOKp
48,Bésame,Play-N-Skillz,https://open.spotify.com/track/3SDvcxPcU7BlV1dAne4dWM
49,KLWKN,"Music Hero",https://open.spotify.com/track/1pi3VCMlGVaXvrjlVOkBPN
50,Tú,"Carin Leon",https://open.spotify.com/track/1nLs8r6K4YN0avBwUmmTnr
