Position,"Track Name",Artist,URL
1,"Lets Link",WhoHeem,https://open.spotify.com/track/6fMzgFFGzWCwiHMzDzNpp5
2,"Mad at Disney","salem ilese",https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
3,"Put Your Records On","Ritt Momney",https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
4,"Upside Down",JVKE,https://open.spotify.com/track/614OkajfRPH8V0ugNQnduP
5,Dynamite,BTS,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
6,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",https://open.spotify.com/track/2DQNYMRjisN3KAPj1bEwOI
7,"You Got It",Vedo,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
8,"Mood (feat. iann dior)",24kGoldn,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
9,Lose,NIKI,https://open.spotify.com/track/5vPO5ouEv8iedKWxzmSv7b
10,"Whole Lotta Choppas","Sada Baby",https://open.spotify.com/track/6hLZzCS4E7AWo3PRBWy6az
11,"WAP (feat. Megan Thee Stallion)","Cardi B",https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
12,Heather,"Conan Gray",https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
13,"Kabilang Buhay","Bandang Lapis",https://open.spotify.com/track/0knRQzgvbUed6K74mX81hG
14,Hawái,Maluma,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
15,"Losing You",WONHO,https://open.spotify.com/track/2Bk8jjFB0FfAFYUIxihOnG
16,"Eyes Blue Like The Atlantic (feat. Subvrbs)","Sista Prod",https://open.spotify.com/track/0qUcpOOna3kkrwfqky85e1
17,Sálvame,RBD,https://open.spotify.com/track/3hbTkJ0yFzHbawnKyhvTQj
18,Daisy,Ashnikko,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk
19,"Pegao / Me Miro y La Mire (TikTok Hit)",Omega,https://open.spotify.com/track/4Pzk85DqWoLqptyA5IlhLk
20,Cuek,"Rizky Febian",https://open.spotify.com/track/4sCabvmZpbmfoCNcoCSKEX
21,"Só Você","MC Rogerinho",https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o
22,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R. & MC Leozinho ZS)","DJ Matt D",https://open.spotify.com/track/4vDC52DnSqAjec5Vh5yJEb
23,"The Banjo Beat, Pt. 1","Ricky Desktop",https://open.spotify.com/track/5O0JIw4YvvTdKlN9l69JFQ
24,ぎゅっと。,もさを。,https://open.spotify.com/track/6nqfKM9JvQIiuAuzWZFvGW
25,"Stuck in the Middle","Tai Verdes",https://open.spotify.com/track/2HQPOVBAOU2EBTy1nBGRiW
26,"Backyard Boy","Claire Rosinkranz",https://open.spotify.com/track/0QpOqKz66ZxHNqj2PPHiFF
27,"Mi Cuarto","Jerry Di",https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
28,Overwhelmed,"Royal & the Serpent",https://open.spotify.com/track/5jjZikDrEd0by1o7V3fO4y
29,Michelle,"Sir Chloe",https://open.spotify.com/track/3sa1wUB8FAkoH95MGPGBWI
30,"Bande organisée",Kofs,https://open.spotify.com/track/205HNJ73cgpC0LAOnuQiWT
31,"you broke me first","Tate McRae",https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
32,"At My Worst","Pink Sweat$",https://open.spotify.com/track/0ri0Han4IRJhzvERHOZTMr
33,"Romance Desapegado","Conde do Forró",https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4
34,Ashes,Stellar,https://open.spotify.com/track/2NeyJbL3ROKCjRkAjs77ya
35,"Jerusalema (feat. Nomcebo Zikode)","Master KG",https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
36,"Not Shy",ITZY,https://open.spotify.com/track/4ecVWqbtW6phQGpZMAyqIU
37,"24 (feat. Lil Baby)","Money Man",https://open.spotify.com/track/0xUvi7wldroBzaZCengPa5
38,Sallan,Xir,https://open.spotify.com/track/6VIGABEcC3uzw0Bque9ux5
39,"Solo Quédate En Silencio",RBD,https://open.spotify.com/track/2RJ1fg4qf2vgZKifTa4HgA
40,"Wrap Me In Plastic - Marcus Layton Radio Edit",CHROMANCE,https://open.spotify.com/track/3n2P3ipLt5mPFVaM0fJHNR
41,BOYFRIEND,HARDY,https://open.spotify.com/track/5M8ExcJIACOWCEgPfNZNn8
42,"Di Sepertiga Malam","Rey Mbayang",https://open.spotify.com/track/7p0buX4yhbZxCnq7Bou2Yq
43,"Amor e Fé - Acústico","Hungria Hip Hop",https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7
44,"Este Corazón",RBD,https://open.spotify.com/track/0bMVCO35RJiUhAfvFsLjIF
45,"3 Musketeers",NextYoungin,https://open.spotify.com/track/57Oi4yqY27uJzCyqFWIP5q
46,"Midnight Sky","Miley Cyrus",https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
47,"Mr Loverman","Ricky Montgomery",https://open.spotify.com/track/0MF5QHFzTUM2dYm6J7Vngt
48,"Ain't It Different (feat. AJ Tracey & Stormzy)","Headie One",https://open.spotify.com/track/6NJfIydBMYrXvlaXsFxmc8
49,"Head & Heart (feat. MNEK)","Joel Corry",https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
50,"GIVE HEAVEN SOME HELL",HARDY,https://open.spotify.com/track/2bVeUlOC5JjTpkQXuUUoYm
