,Position,Track Name,Artist,Date,trackID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
595,7,Walked In,Ultradiox,2020-03-05,1tRlGMHsf21FDo6pja27YN,0.891,0.538,2,-6.724,1,0.394,0.123,0.0,0.0848,0.643,80.032,107404,4
596,12,Walked In,Ultradiox,2020-03-12,1tRlGMHsf21FDo6pja27YN,0.891,0.538,2,-6.724,1,0.394,0.123,0.0,0.0848,0.643,80.032,107404,4
597,16,Walked In,Ultradiox,2020-03-19,1tRlGMHsf21FDo6pja27YN,0.891,0.538,2,-6.724,1,0.394,0.123,0.0,0.0848,0.643,80.032,107404,4
598,30,Walked In,Ultradiox,2020-03-26,1tRlGMHsf21FDo6pja27YN,0.891,0.538,2,-6.724,1,0.394,0.123,0.0,0.0848,0.643,80.032,107404,4
599,9,She Gon Go,Trill Ryan,2020-03-05,7FknBUKLWwjWszRK1N0jqe,0.766,0.498,7,-10.147,0,0.0519,0.00195,0.0,0.306,0.496,104.006,121010,4
600,10,She Gon Go,Trill Ryan,2020-03-12,7FknBUKLWwjWszRK1N0jqe,0.766,0.498,7,-10.147,0,0.0519,0.00195,0.0,0.306,0.496,104.006,121010,4
601,13,She Gon Go,Trill Ryan,2020-03-19,7FknBUKLWwjWszRK1N0jqe,0.766,0.498,7,-10.147,0,0.0519,0.00195,0.0,0.306,0.496,104.006,121010,4
602,25,She Gon Go,Trill Ryan,2020-03-26,7FknBUKLWwjWszRK1N0jqe,0.766,0.498,7,-10.147,0,0.0519,0.00195,0.0,0.306,0.496,104.006,121010,4
603,16,Intentions (feat. Quavo),Justin Bieber,2020-03-05,4umIPjkehX1r7uhmGvXiSV,0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986,212867,4
604,22,Intentions (feat. Quavo),Justin Bieber,2020-03-12,4umIPjkehX1r7uhmGvXiSV,0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986,212867,4
605,31,Intentions (feat. Quavo),Justin Bieber,2020-03-19,4umIPjkehX1r7uhmGvXiSV,0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986,212867,4
606,46,Intentions (feat. Quavo),Justin Bieber,2020-03-26,4umIPjkehX1r7uhmGvXiSV,0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986,212867,4
607,17,Blueberry Faygo,Lil Mosey,2020-03-05,22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,162547,4
608,18,Blueberry Faygo,Lil Mosey,2020-03-12,22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,162547,4
609,19,Blueberry Faygo,Lil Mosey,2020-03-19,22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,162547,4
610,31,Blueberry Faygo,Lil Mosey,2020-03-26,22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,162547,4
611,24,Blueberry Faygo,Lil Mosey,2020-04-02,22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,162547,4
612,30,Blueberry Faygo,Lil Mosey,2020-04-09,22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,162547,4
613,35,Blueberry Faygo,Lil Mosey,2020-04-16,22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,162547,4
614,46,Blueberry Faygo,Lil Mosey,2020-04-23,22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,162547,4
615,20,Supalonely,BENEE,2020-03-05,4nK5YrxbMGZstTLbvj6Gxw,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,223480,4
616,8,Supalonely,BENEE,2020-03-12,4nK5YrxbMGZstTLbvj6Gxw,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,223480,4
617,8,Supalonely,BENEE,2020-03-19,4nK5YrxbMGZstTLbvj6Gxw,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,223480,4
618,7,Supalonely,BENEE,2020-03-26,4nK5YrxbMGZstTLbvj6Gxw,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,223480,4
619,7,Supalonely,BENEE,2020-04-02,4nK5YrxbMGZstTLbvj6Gxw,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,223480,4
620,9,Supalonely,BENEE,2020-04-09,4nK5YrxbMGZstTLbvj6Gxw,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,223480,4
621,14,Supalonely,BENEE,2020-04-16,4nK5YrxbMGZstTLbvj6Gxw,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,223480,4
622,22,Supalonely,BENEE,2020-04-23,4nK5YrxbMGZstTLbvj6Gxw,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,223480,4
623,27,Supalonely,BENEE,2020-04-30,4nK5YrxbMGZstTLbvj6Gxw,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,223480,4
624,34,Supalonely,BENEE,2020-05-07,4nK5YrxbMGZstTLbvj6Gxw,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,223480,4
625,29,Supalonely,BENEE,2020-05-14,4nK5YrxbMGZstTLbvj6Gxw,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,223480,4
626,49,Supalonely,BENEE,2020-05-21,4nK5YrxbMGZstTLbvj6Gxw,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,223480,4
627,27,Fai rumore,Diodato,2020-03-05,2ZwcnFDvQueNemTt89qCom,0.417,0.626,6,-6.055,1,0.0366,0.218,0.0,0.0805,0.144,143.358,216140,4
628,28,Virgem,MC Lya,2020-03-05,0DwzQguiWvB8jJonQ5ewJu,0.794,0.619,3,-5.779,0,0.124,0.799,0.0,0.0781,0.765,170.004,194823,4
629,29,Virgem,MC Lya,2020-03-12,0DwzQguiWvB8jJonQ5ewJu,0.794,0.619,3,-5.779,0,0.124,0.799,0.0,0.0781,0.765,170.004,194823,4
630,50,Virgem,MC Lya,2020-03-19,0DwzQguiWvB8jJonQ5ewJu,0.794,0.619,3,-5.779,0,0.124,0.799,0.0,0.0781,0.765,170.004,194823,4
631,30,"People, I've been sad",Christine and the Queens,2020-03-05,0KywIrJ4Xir4tS6q61aY1W,0.632,0.378,1,-9.096,0,0.0362,0.257,0.000104,0.143,0.223,77.98,260877,4
632,31,"Fuego (with Geolier & Lele Blade) - Prod. Poison Beatz, Tom Trigger",Neves17,2020-03-05,6XPYGFacwZAtmoSVi9m4eT,0.657,0.54,9,-8.12,1,0.133,0.00551,1.38e-05,0.0803,0.255,150.097,176000,4
633,48,"Fuego (with Geolier & Lele Blade) - Prod. Poison Beatz, Tom Trigger",Neves17,2020-03-12,6XPYGFacwZAtmoSVi9m4eT,0.657,0.54,9,-8.12,1,0.133,0.00551,1.38e-05,0.0803,0.255,150.097,176000,4
634,33,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,2020-03-05,0JjM9bKm4wrwohMslcm892,0.803,0.759,7,-4.692,0,0.0494,0.00509,0.0,0.0921,0.284,104.0,213308,4
635,35,Viceversa,Francesco Gabbani,2020-03-05,04ldF8QeASSyJLMtZJJfqA,0.529,0.717,4,-4.776,1,0.0336,0.0348,0.0,0.0751,0.551,147.84,215267,4
636,37,Make You Mine,PUBLIC,2020-03-05,5iFwAOB2TFkPJk8sMlxP8g,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,232907,4
637,30,Make You Mine,PUBLIC,2020-03-12,5iFwAOB2TFkPJk8sMlxP8g,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,232907,4
638,28,Make You Mine,PUBLIC,2020-03-19,5iFwAOB2TFkPJk8sMlxP8g,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,232907,4
639,36,Make You Mine,PUBLIC,2020-03-26,5iFwAOB2TFkPJk8sMlxP8g,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,232907,4
640,43,Make You Mine,PUBLIC,2020-04-02,5iFwAOB2TFkPJk8sMlxP8g,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,232907,4
641,39,Know Your Worth,Khalid,2020-03-05,0TrPqhAMoaKUFLR7iYDokf,0.79,0.694,9,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,103.007,181436,4
642,44,Per sentirmi vivo,Fasma,2020-03-05,20v9X8TV0AgwNGFT71OX3w,0.579,0.718,2,-5.05,1,0.293,0.167,0.0,0.114,0.211,168.279,177880,4
643,46,Destined For Greatness,Tobi & Manny,2020-03-05,2NlDF79eSeqe5FwmoVNdnG,0.866,0.611,8,-8.465,1,0.129,0.352,0.0124,0.184,0.176,104.994,150857,4
644,48,About Love - From The Netflix Film “To All The Boys: P.S. I Still Love You”,MARINA,2020-03-05,4XII12nbsvJblXfG1I2QR4,0.636,0.758,0,-5.567,1,0.0427,0.331,1.01e-05,0.16,0.281,97.025,214107,4
645,50,Bambolê,Camila Loures,2020-03-05,1mXgYpwge3J5qFkRAHQFZ9,0.838,0.518,8,-5.655,1,0.445,0.0548,4.94e-06,0.185,0.803,176.002,118636,4
646,40,Bambolê,Camila Loures,2020-03-12,1mXgYpwge3J5qFkRAHQFZ9,0.838,0.518,8,-5.655,1,0.445,0.0548,4.94e-06,0.185,0.803,176.002,118636,4
647,6,Think About Things,Daði Freyr,2020-03-12,5crhbtfcOWIfN5NbkqQRql,0.869,0.291,3,-11.477,0,0.0615,0.0235,0.000126,0.113,0.646,127.051,173387,4
648,6,Think About Things,Daði Freyr,2020-03-19,5crhbtfcOWIfN5NbkqQRql,0.869,0.291,3,-11.477,0,0.0615,0.0235,0.000126,0.113,0.646,127.051,173387,4
649,11,Think About Things,Daði Freyr,2020-03-26,5crhbtfcOWIfN5NbkqQRql,0.869,0.291,3,-11.477,0,0.0615,0.0235,0.000126,0.113,0.646,127.051,173387,4
650,6,Think About Things,Daði Freyr,2020-04-02,5crhbtfcOWIfN5NbkqQRql,0.869,0.291,3,-11.477,0,0.0615,0.0235,0.000126,0.113,0.646,127.051,173387,4
651,9,Unutulacak Dünler,Gazapizm,2020-03-12,3aXTeIVnDvo2MT1xLTdGK3,0.627,0.833,5,-7.218,0,0.179,0.0655,3.26e-05,0.129,0.69,179.935,295637,4
652,9,Unutulacak Dünler,Gazapizm,2020-03-19,3aXTeIVnDvo2MT1xLTdGK3,0.627,0.833,5,-7.218,0,0.179,0.0655,3.26e-05,0.129,0.69,179.935,295637,4
653,10,Unutulacak Dünler,Gazapizm,2020-03-26,3aXTeIVnDvo2MT1xLTdGK3,0.627,0.833,5,-7.218,0,0.179,0.0655,3.26e-05,0.129,0.69,179.935,295637,4
654,12,Unutulacak Dünler,Gazapizm,2020-04-02,3aXTeIVnDvo2MT1xLTdGK3,0.627,0.833,5,-7.218,0,0.179,0.0655,3.26e-05,0.129,0.69,179.935,295637,4
655,25,Unutulacak Dünler,Gazapizm,2020-04-09,3aXTeIVnDvo2MT1xLTdGK3,0.627,0.833,5,-7.218,0,0.179,0.0655,3.26e-05,0.129,0.69,179.935,295637,4
656,42,Unutulacak Dünler,Gazapizm,2020-04-16,3aXTeIVnDvo2MT1xLTdGK3,0.627,0.833,5,-7.218,0,0.179,0.0655,3.26e-05,0.129,0.69,179.935,295637,4
657,19,3 Vets,The Future Kingz,2020-03-12,6t3sBdc5SbMlk5AyGvMei2,0.92,0.595,11,-6.698,1,0.248,0.172,0.0,0.113,0.908,145.003,175380,4
658,17,3 Vets,The Future Kingz,2020-03-19,6t3sBdc5SbMlk5AyGvMei2,0.92,0.595,11,-6.698,1,0.248,0.172,0.0,0.113,0.908,145.003,175380,4
659,22,3 Vets,The Future Kingz,2020-03-26,6t3sBdc5SbMlk5AyGvMei2,0.92,0.595,11,-6.698,1,0.248,0.172,0.0,0.113,0.908,145.003,175380,4
660,30,3 Vets,The Future Kingz,2020-04-02,6t3sBdc5SbMlk5AyGvMei2,0.92,0.595,11,-6.698,1,0.248,0.172,0.0,0.113,0.908,145.003,175380,4
661,23,Ignorantes,Bad Bunny,2020-03-12,38RIEav39FGi86jppxO0du,0.85,0.536,1,-5.161,1,0.0599,0.267,3.89e-05,0.0996,0.505,96.029,210607,4
662,35,Ignorantes,Bad Bunny,2020-03-19,38RIEav39FGi86jppxO0du,0.85,0.536,1,-5.161,1,0.0599,0.267,3.89e-05,0.0996,0.505,96.029,210607,4
663,26,Sağı Solu Kes,Gazapizm,2020-03-12,5GBbUx3eAHDgoOvdcpFObI,0.937,0.438,0,-9.278,1,0.292,0.0592,0.000608,0.126,0.457,120.034,264064,4
664,24,Sağı Solu Kes,Gazapizm,2020-03-19,5GBbUx3eAHDgoOvdcpFObI,0.937,0.438,0,-9.278,1,0.292,0.0592,0.000608,0.126,0.457,120.034,264064,4
665,50,Sağı Solu Kes,Gazapizm,2020-03-26,5GBbUx3eAHDgoOvdcpFObI,0.937,0.438,0,-9.278,1,0.292,0.0592,0.000608,0.126,0.457,120.034,264064,4
666,28,Dragonball Durag,Thundercat,2020-03-12,62PclpoBFLl50PJpiJA5RT,0.648,0.59,2,-9.664,1,0.0942,0.697,0.808,0.111,0.401,81.045,181922,4
667,45,Dragonball Durag,Thundercat,2020-03-19,62PclpoBFLl50PJpiJA5RT,0.648,0.59,2,-9.664,1,0.0942,0.697,0.808,0.111,0.401,81.045,181922,4
668,32,So What,LOONA,2020-03-12,7w3pIUjz7BTTqj9uAws40m,0.608,0.947,11,-2.437,1,0.244,0.0801,9.38e-06,0.231,0.511,125.082,198040,4
669,36,So What,LOONA,2020-03-19,7w3pIUjz7BTTqj9uAws40m,0.608,0.947,11,-2.437,1,0.244,0.0801,9.38e-06,0.231,0.511,125.082,198040,4
670,34,Araw-Araw Love,Flow G,2020-03-12,1x7DysraeqSgVgj95hHc3U,0.692,0.656,7,-7.452,0,0.0744,0.554,0.0,0.194,0.668,82.985,211278,4
671,29,Araw-Araw Love,Flow G,2020-03-19,1x7DysraeqSgVgj95hHc3U,0.692,0.656,7,-7.452,0,0.0744,0.554,0.0,0.194,0.668,82.985,211278,4
672,34,Araw-Araw Love,Flow G,2020-03-26,1x7DysraeqSgVgj95hHc3U,0.692,0.656,7,-7.452,0,0.0744,0.554,0.0,0.194,0.668,82.985,211278,4
673,48,Araw-Araw Love,Flow G,2020-04-02,1x7DysraeqSgVgj95hHc3U,0.692,0.656,7,-7.452,0,0.0744,0.554,0.0,0.194,0.668,82.985,211278,4
674,35,Psycho!,MASN,2020-03-12,5LKkteRQ1wWv7XCIEA5F2q,0.868,0.365,7,-9.51,1,0.0383,0.433,0.0,0.207,0.471,114.979,197217,4
675,42,Psycho!,MASN,2020-03-19,5LKkteRQ1wWv7XCIEA5F2q,0.868,0.365,7,-9.51,1,0.0383,0.433,0.0,0.207,0.471,114.979,197217,4
676,43,Psycho!,MASN,2020-03-26,5LKkteRQ1wWv7XCIEA5F2q,0.868,0.365,7,-9.51,1,0.0383,0.433,0.0,0.207,0.471,114.979,197217,4
677,37,Rave de Favela (feat. BEAM),Major Lazer,2020-03-12,1K7WzjKDcDdVbKNGrB0gej,0.891,0.894,4,-4.595,0,0.145,0.0466,0.000244,0.161,0.671,130.045,154154,4
678,38,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),Polo G,2020-03-12,74fV8TuLZKVzSIOOGu8wwI,0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.034,165726,4
679,44,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),Polo G,2020-03-19,74fV8TuLZKVzSIOOGu8wwI,0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.034,165726,4
680,39,Tattoo,Rauw Alejandro,2020-03-12,7na7Bk98usp84FaOJFPv3d,0.755,0.617,9,-5.144,1,0.182,0.0217,0.0,0.0625,0.745,193.896,202887,4
681,33,Tattoo,Rauw Alejandro,2020-03-19,7na7Bk98usp84FaOJFPv3d,0.755,0.617,9,-5.144,1,0.182,0.0217,0.0,0.0625,0.745,193.896,202887,4
682,42,Tattoo,Rauw Alejandro,2020-03-26,7na7Bk98usp84FaOJFPv3d,0.755,0.617,9,-5.144,1,0.182,0.0217,0.0,0.0625,0.745,193.896,202887,4
683,50,Tattoo,Rauw Alejandro,2020-04-02,7na7Bk98usp84FaOJFPv3d,0.755,0.617,9,-5.144,1,0.182,0.0217,0.0,0.0625,0.745,193.896,202887,4
684,44,To Die For,Sam Smith,2020-03-12,2ZTYlnhhV1UAReg7wIGolx,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4
685,46,No Time To Die,Billie Eilish,2020-03-12,73SpzrcaHk0RQPFP73vqVR,0.38,0.219,4,-13.273,0,0.0358,0.917,0.0104,0.0827,0.0517,73.537,242265,4
686,49,Vem e som oss,Anis Don Demina,2020-03-12,20052FYa2SF5Lkp9VZTLJX,0.694,0.834,7,-4.39,1,0.12,0.306,0.0,0.132,0.882,145.991,175604,4
687,2,Corona Virus,Yofrangel,2020-03-19,3xL2zWuSe639N50iNP6LPM,0.882,0.87,10,-3.341,0,0.0947,0.02,0.0992,0.139,0.566,116.082,116121,4
688,4,Corona Virus,Yofrangel,2020-03-26,3xL2zWuSe639N50iNP6LPM,0.882,0.87,10,-3.341,0,0.0947,0.02,0.0992,0.139,0.566,116.082,116121,4
689,4,La Cumbia Del Coronavirus,Mister Cumbia,2020-03-19,5r7uA7AxZi1tSBr8Kj4svH,0.79,0.536,11,-7.933,1,0.0456,0.192,0.000245,0.0761,0.961,98.016,218175,4
690,12,WHATS POPPIN,Jack Harlow,2020-03-19,1jaTQ3nqY3oAAYyCTbIvnM,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,139741,4
691,23,WHATS POPPIN,Jack Harlow,2020-03-26,1jaTQ3nqY3oAAYyCTbIvnM,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,139741,4
692,27,WHATS POPPIN,Jack Harlow,2020-04-02,1jaTQ3nqY3oAAYyCTbIvnM,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,139741,4
693,37,WHATS POPPIN,Jack Harlow,2020-04-09,1jaTQ3nqY3oAAYyCTbIvnM,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,139741,4
694,46,WHATS POPPIN,Jack Harlow,2020-04-16,1jaTQ3nqY3oAAYyCTbIvnM,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,139741,4
695,18,Ben De Yoluma Giderim,Sezen Aksu,2020-03-19,0YGzausz5cMhQDiJj1RQuv,0.65,0.315,1,-8.954,0,0.0463,0.839,0.0,0.0919,0.278,137.932,200871,4
696,41,Ben De Yoluma Giderim,Sezen Aksu,2020-03-26,0YGzausz5cMhQDiJj1RQuv,0.65,0.315,1,-8.954,0,0.0463,0.839,0.0,0.0919,0.278,137.932,200871,4
697,25,Una Mala (Remix),El Completo Rd,2020-03-19,2maGaB3fNqQnyrG3FDiaW3,0.864,0.81,5,-3.409,1,0.0442,0.25,9.59e-05,0.372,0.962,130.01,184728,4
698,29,Una Mala (Remix),El Completo Rd,2020-03-26,2maGaB3fNqQnyrG3FDiaW3,0.864,0.81,5,-3.409,1,0.0442,0.25,9.59e-05,0.372,0.962,130.01,184728,4
699,23,Una Mala (Remix),El Completo Rd,2020-04-02,2maGaB3fNqQnyrG3FDiaW3,0.864,0.81,5,-3.409,1,0.0442,0.25,9.59e-05,0.372,0.962,130.01,184728,4
700,44,Una Mala (Remix),El Completo Rd,2020-04-09,2maGaB3fNqQnyrG3FDiaW3,0.864,0.81,5,-3.409,1,0.0442,0.25,9.59e-05,0.372,0.962,130.01,184728,4
701,40,Una Mala (Remix),El Completo Rd,2020-04-16,2maGaB3fNqQnyrG3FDiaW3,0.864,0.81,5,-3.409,1,0.0442,0.25,9.59e-05,0.372,0.962,130.01,184728,4
702,37,Quédate conmigo,Pole.,2020-03-19,5tzOL69W6lCp4gAomIXMnJ,0.58,0.715,1,-4.74,1,0.0397,0.677,0.0,0.243,0.46,145.91,216059,4
703,46,It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,2020-03-19,2oSpQ7QtIKTNFfA08Cy0ku,0.381,0.894,7,-8.638,1,0.037,0.0258,0.0,0.0251,0.797,205.528,246933,4
704,49,Modern Loneliness,Lauv,2020-03-19,1eyek0KJEh2v5HQ9uQSybb,0.702,0.508,8,-7.105,1,0.035,0.144,0.0,0.108,0.143,82.008,252337,4
705,1,Corona Virus,LIL NIX,2020-03-26,4IpS0bzPhYDOGqenvA1Txm,0.57,0.408,10,-15.244,0,0.52,0.25,1.52e-05,0.461,0.838,149.127,133060,4
706,2,Corona Virus,LIL NIX,2020-04-02,4IpS0bzPhYDOGqenvA1Txm,0.57,0.408,10,-15.244,0,0.52,0.25,1.52e-05,0.461,0.838,149.127,133060,4
707,2,Skechers,DripReport,2020-03-26,2alc8VZAzDgdAsL2QMk3hu,0.903,0.327,1,-9.727,1,0.0877,0.26,0.011,0.108,0.274,100.008,106000,4
708,1,Skechers,DripReport,2020-04-02,2alc8VZAzDgdAsL2QMk3hu,0.903,0.327,1,-9.727,1,0.0877,0.26,0.011,0.108,0.274,100.008,106000,4
709,3,Skechers,DripReport,2020-04-09,2alc8VZAzDgdAsL2QMk3hu,0.903,0.327,1,-9.727,1,0.0877,0.26,0.011,0.108,0.274,100.008,106000,4
710,2,Skechers,DripReport,2020-04-16,2alc8VZAzDgdAsL2QMk3hu,0.903,0.327,1,-9.727,1,0.0877,0.26,0.011,0.108,0.274,100.008,106000,4
711,3,Skechers,DripReport,2020-04-23,2alc8VZAzDgdAsL2QMk3hu,0.903,0.327,1,-9.727,1,0.0877,0.26,0.011,0.108,0.274,100.008,106000,4
712,7,Skechers,DripReport,2020-04-30,2alc8VZAzDgdAsL2QMk3hu,0.903,0.327,1,-9.727,1,0.0877,0.26,0.011,0.108,0.274,100.008,106000,4
713,18,Skechers,DripReport,2020-05-07,2alc8VZAzDgdAsL2QMk3hu,0.903,0.327,1,-9.727,1,0.0877,0.26,0.011,0.108,0.274,100.008,106000,4
714,27,Skechers,DripReport,2020-05-14,2alc8VZAzDgdAsL2QMk3hu,0.903,0.327,1,-9.727,1,0.0877,0.26,0.011,0.108,0.274,100.008,106000,4
715,6,Gemintang Hatiku,Tiara Andini,2020-03-26,3wC2GeJd3Ar4Wi1u5G7FUR,0.719,0.77,9,-4.167,1,0.036,0.25,0.0,0.0535,0.873,120.024,235980,4
716,16,Gemintang Hatiku,Tiara Andini,2020-04-02,3wC2GeJd3Ar4Wi1u5G7FUR,0.719,0.77,9,-4.167,1,0.036,0.25,0.0,0.0535,0.873,120.024,235980,4
717,8,I'm Yer Dad,GRLwood,2020-03-26,0GxbglYySl18aZDIaGu1RU,0.551,0.953,0,-4.695,1,0.17,0.0106,0.474,0.118,0.176,128.462,144109,4
718,9,I'm Yer Dad,GRLwood,2020-04-02,0GxbglYySl18aZDIaGu1RU,0.551,0.953,0,-4.695,1,0.17,0.0106,0.474,0.118,0.176,128.462,144109,4
719,18,I'm Yer Dad,GRLwood,2020-04-09,0GxbglYySl18aZDIaGu1RU,0.551,0.953,0,-4.695,1,0.17,0.0106,0.474,0.118,0.176,128.462,144109,4
720,25,I'm Yer Dad,GRLwood,2020-04-16,0GxbglYySl18aZDIaGu1RU,0.551,0.953,0,-4.695,1,0.17,0.0106,0.474,0.118,0.176,128.462,144109,4
721,31,I'm Yer Dad,GRLwood,2020-04-23,0GxbglYySl18aZDIaGu1RU,0.551,0.953,0,-4.695,1,0.17,0.0106,0.474,0.118,0.176,128.462,144109,4
722,37,I'm Yer Dad,GRLwood,2020-04-30,0GxbglYySl18aZDIaGu1RU,0.551,0.953,0,-4.695,1,0.17,0.0106,0.474,0.118,0.176,128.462,144109,4
723,50,I'm Yer Dad,GRLwood,2020-05-07,0GxbglYySl18aZDIaGu1RU,0.551,0.953,0,-4.695,1,0.17,0.0106,0.474,0.118,0.176,128.462,144109,4
724,9,시작,Gaho,2020-03-26,4kIpBfvK44bxqX7zo8K1oP,0.591,0.818,4,-3.532,1,0.073,0.172,0.0,0.126,0.574,108.107,202440,4
725,8,시작,Gaho,2020-04-02,4kIpBfvK44bxqX7zo8K1oP,0.591,0.818,4,-3.532,1,0.073,0.172,0.0,0.126,0.574,108.107,202440,4
726,10,시작,Gaho,2020-04-09,4kIpBfvK44bxqX7zo8K1oP,0.591,0.818,4,-3.532,1,0.073,0.172,0.0,0.126,0.574,108.107,202440,4
727,10,시작,Gaho,2020-04-16,4kIpBfvK44bxqX7zo8K1oP,0.591,0.818,4,-3.532,1,0.073,0.172,0.0,0.126,0.574,108.107,202440,4
728,19,시작,Gaho,2020-04-23,4kIpBfvK44bxqX7zo8K1oP,0.591,0.818,4,-3.532,1,0.073,0.172,0.0,0.126,0.574,108.107,202440,4
729,32,시작,Gaho,2020-04-30,4kIpBfvK44bxqX7zo8K1oP,0.591,0.818,4,-3.532,1,0.073,0.172,0.0,0.126,0.574,108.107,202440,4
730,47,시작,Gaho,2020-05-07,4kIpBfvK44bxqX7zo8K1oP,0.591,0.818,4,-3.532,1,0.073,0.172,0.0,0.126,0.574,108.107,202440,4
731,14,Vibe (If I Back It Up),Cookiee Kawaii,2020-03-26,4gOgQTv9RYYFZ1uQNnlk3q,0.754,0.568,10,-8.719,1,0.344,0.0635,0.00932,0.118,0.175,159.947,83940,4
732,34,Vibe (If I Back It Up),Cookiee Kawaii,2020-04-02,4gOgQTv9RYYFZ1uQNnlk3q,0.754,0.568,10,-8.719,1,0.344,0.0635,0.00932,0.118,0.175,159.947,83940,4
733,15,The Gambler,Kenny Rogers,2020-03-26,5KqldkCunQ2rWxruMEtGh0,0.671,0.501,4,-13.119,1,0.0594,0.342,0.0,0.194,0.86,87.04,214880,4
734,17,Comatose,jxdn,2020-03-26,1FIv5SzIBWmCF5Xmt8N6BD,0.351,0.852,11,-5.104,0,0.343,0.00462,0.0,0.451,0.556,162.005,155611,4
735,17,Comatose,jxdn,2020-04-02,1FIv5SzIBWmCF5Xmt8N6BD,0.351,0.852,11,-5.104,0,0.343,0.00462,0.0,0.451,0.556,162.005,155611,4
736,21,Comatose,jxdn,2020-04-09,1FIv5SzIBWmCF5Xmt8N6BD,0.351,0.852,11,-5.104,0,0.343,0.00462,0.0,0.451,0.556,162.005,155611,4
737,31,Comatose,jxdn,2020-04-16,1FIv5SzIBWmCF5Xmt8N6BD,0.351,0.852,11,-5.104,0,0.343,0.00462,0.0,0.451,0.556,162.005,155611,4
738,36,Comatose,jxdn,2020-04-23,1FIv5SzIBWmCF5Xmt8N6BD,0.351,0.852,11,-5.104,0,0.343,0.00462,0.0,0.451,0.556,162.005,155611,4
