Position,"Track Name",Artist,URL
1,"Mayonaka no Door / Stay With Me","Miki Matsubara",https://open.spotify.com/track/2BHj31ufdEqVK5CkYDp9mA
2,Violent,carolesdaughter,https://open.spotify.com/track/7CFfqRW50ffULvBv7lfIIg
3,"Resah Jadi Luka","Daun Jatuh",https://open.spotify.com/track/3a0BOn9fWnTCUqWpqE71Bb
4,"Bir Sebebi Var",İkilem,https://open.spotify.com/track/3wzk1F5yzkOl6aJE81pNkB
5,"Space Girl","Frances Forever",https://open.spotify.com/track/7FjIYiD53wxlQmzTT6Wdpf
6,"Dirndl Weed",Sääftig,https://open.spotify.com/track/0OZwvUys1bMDTiEHPoBviV
7,"Amor ou o Litrão","Petter Ferraz",https://open.spotify.com/track/7qmnP8Woc47dLSrMD5MxL1
8,Sensitive,"Serena Isioma",https://open.spotify.com/track/0oHEteATZnAZuA9dl1dXF3
9,"Jenny (I Wanna Ruin Our Friendship)","Studio Killers",https://open.spotify.com/track/7lgA34nFXxjqQgyLkPUcLv
10,"Blue Jeans",GANGGA,https://open.spotify.com/track/4kfjA6WfgKBt7I7YKuDCkU
11,"Kusura Bakma",Tuğkan,https://open.spotify.com/track/4wKa6eXfYcX5G6Q46AwBRj
12,"Black Mamba",aespa,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51
13,"Day & Night","Jung Seung Hwan",https://open.spotify.com/track/1j5oDtBWVtNoVHMi2n6Fkz
14,"Hecha Pa' Mi",Boza,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
15,Rät,"Penelope Scott",https://open.spotify.com/track/25z6kpmIwkCUqk2IORrJ5v
16,Whoopty,CJ,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
17,"ıslak kum",Contra,https://open.spotify.com/track/3XeMdSHi48X0XsDHckDhIM
18,"Mungkin Hari Ini Esok Atau Nanti",Anneth,https://open.spotify.com/track/7n5nvulc1oW1ErpeTrNezI
19,"SO BAD",STAYC,https://open.spotify.com/track/13KR2yNRDrbKwR3dOKCDl4
20,"Seni Dert Etmeler",Madrigal,https://open.spotify.com/track/2Aq4sw2LKalsQ7m4pzLZ88
21,"Touch You",遠野高志,https://open.spotify.com/track/6qWEpnyU43Bcrx3vfbGuVm
22,"Dancing in My Room",347aidan,https://open.spotify.com/track/6Pgmqg15yVexuOgtzuxwoX
23,"E-GIRLS ARE RUINING MY LIFE!",CORPSE,https://open.spotify.com/track/7bCfHiRcfUjG0YVVNUL7Ve
24,"WITHOUT YOU","The Kid LAROI",https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
25,"Si Me Tomo Una Cerveza",Migrantes,https://open.spotify.com/track/3lCbsHaN1wCxyDzcNN2x4N
26,Home,"Edith Whiskers",https://open.spotify.com/track/18V1UiYRvWYwn01CRDbbuR
27,Bertaut,"Nadin Amizah",https://open.spotify.com/track/630DpnzdfjdVqv2yLfPbAX
28,Remembering,"Minette Martin",https://open.spotify.com/track/6kwqwIUxDK84yXyfL7jvGf
29,DRUGS,"Tai Verdes",https://open.spotify.com/track/0ooz46SAYMJsdOPnwW4nKK
30,"Eu vou tirar você do cabaré","Israell Muniz",https://open.spotify.com/track/3yBOCItZQIjGV0PT5UJCeS
31,廻廻奇譚,Eve,https://open.spotify.com/track/2gSkvrwfCXCgqeugzezn97
32,"Fairytale of New York (feat. Kirsty MacColl)","The Pogues",https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK
33,"Line Without a Hook","Ricky Montgomery",https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv
34,Concedimi,"Matteo Romano",https://open.spotify.com/track/0pFjYM7JdNJhjuooMgesks
35,"90's Love","NCT U",https://open.spotify.com/track/64EDGnUytmCV7TfOo67810
36,"Adderall (Corvette Corvette)","Popp Hunna",https://open.spotify.com/track/3aAmQOxRPeKDL0HMWFA5qn
37,"fools (can't help falling in love) (feat. Sody)",Foster,https://open.spotify.com/track/4VEEDnEFLI9dUy5QA51rom
38,"I'm in Love With an E-Girl","Wilbur Soot",https://open.spotify.com/track/44wBlg3Y1KSAEmaze5BXe7
39,"At My Worst","Pink Sweat$",https://open.spotify.com/track/2tI4WyzqOOwC23S5m0kqcB
40,HOLIDAY,"Lil Nas X",https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
41,"Yıldızlara Bak","Yaşlı Amca",https://open.spotify.com/track/5jSjin6KJMH6WT68YnE7bW
42,ドライフラワー,優里,https://open.spotify.com/track/7dH0dpi751EoguDDg3xx6J
43,"LOST IN PARADISE",ALI,https://open.spotify.com/track/7kRKlFCFLAUwt43HWtauhX
44,Running,Gaho,https://open.spotify.com/track/3t0Dw9zYFXK4ezJxbM3rbj
45,"Life Goes On",BTS,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
46,DÁKITI,"Bad Bunny",https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
47,"Just the Two of Us","Grover Washington, Jr.",https://open.spotify.com/track/5fdNHVZHbWB1AaXk4RBGVD
48,"Reflection - From ""Mulan""","Yura Yunita",https://open.spotify.com/track/1H5tV0SkvBqxGllQ3HEVSy
49,Body,"Megan Thee Stallion",https://open.spotify.com/track/0A1hoCfMLkiAgvhWkkucJa
50,"Die Very Rough","Mario Judah",https://open.spotify.com/track/3brXaWuPsVScvYQKUh3Ijc
